Generation,BestFitness
0,4.546707128020558
1,2.254871077452417
2,0.5753817770605416
3,0.5753817770605416
4,0.37585039967446787
5,0.24146192061234026
6,0.12650983376741654
7,0.09673490843606819
8,0.06518862355899072
9,0.05296376115620052
10,0.035922443285845984
11,0.035922443285845984
12,0.035922443285845984
13,0.027566610346458964
14,0.018825833542126448
15,0.017766892108769774
16,0.013874461122758136
17,0.01160884778578905
18,0.01160884778578905
19,0.01024073506774233
20,0.01024073506774233
21,0.009116585390155222
22,0.009116585390155222
23,0.009116585390155222
24,0.009116585390155222
25,0.009116585390155222
26,0.009116585390155222
27,0.008739550787468386
28,0.008739550787468386
29,0.008739550787468386
30,0.008739550787468386
31,0.008739550787468386
32,0.008739550787468386
33,0.008739550787468386
34,0.008739550787468386
35,0.008739550787468386
36,0.008739550787468386
37,0.008739550787468386
38,0.008739550787468386
39,0.008739550787468386
40,0.008739550787468386
41,0.0087378194693478
42,0.0087378194693478
43,0.00872011715402524
44,0.00872011715402524
45,0.008665346679911673
46,0.008665346679911673
47,0.008662472061518944
48,0.008662472061518944
49,0.008662472061518944
50,0.008662472061518944
51,0.008662472061518944
52,0.008662472061518944
53,0.008662472061518944
54,0.008662472061518944
55,0.008662472061518944
56,0.008662472061518944
57,0.008655507368609976
58,0.008655507368609976
59,0.008655507368609976
60,0.008654539621738296
61,0.008654539621738296
62,0.008654539621738296
63,0.008654539621738296
64,0.008654169763150456
65,0.008654169763150456
66,0.008647211274527208
67,0.008647211274527208
68,0.008647211274527208
69,0.008647211274527208
70,0.008647211274527208
71,0.008647211274527208
72,0.008647211274527208
73,0.008647211274527208
74,0.008647211274527208
75,0.008646202910552713
76,0.008646202910552713
77,0.008646202910552713
78,0.008646202910552713
79,0.008646202910552713
80,0.008646202910552713
81,0.008642712240234246
82,0.008642712240234246
83,0.008642712240234246
84,0.008618793981213879
85,0.008618793981213879
86,0.008618793981213879
87,0.008601404844013248
88,0.008601404844013248
89,0.008601404844013248
90,0.008601404844013248
91,0.008601404844013248
92,0.008601404844013248
93,0.008601404844013248
94,0.008601404844013248
95,0.008592129359478758
96,0.008592129359478758
97,0.008592129359478758
98,0.008592129359478758
99,0.008592129359478758
100,0.008592129359478758
101,0.008592129359478758
102,0.008592129359478758
103,0.008575898045389283
104,0.008575785047876256
105,0.008575785047876256
106,0.008575785047876256
107,0.008575785047876256
108,0.008575785047876256
109,0.008575785047876256
110,0.00857557936067218
111,0.00857557936067218
112,0.00857557936067218
113,0.00857557936067218
114,0.00857557936067218
115,0.00857557936067218
116,0.00857557936067218
117,0.00857557936067218
118,0.00857557936067218
119,0.00857557936067218
120,0.00857557936067218
121,0.00857557936067218
122,0.00857557936067218
123,0.00857557936067218
124,0.008567108691367117
125,0.008567108691367117
126,0.008567108691367117
127,0.008567108691367117
128,0.008567108691367117
129,0.008567108691367117
130,0.008567108691367117
131,0.008567108691367117
132,0.008567108691367117
133,0.008567108691367117
134,0.008567108691367117
135,0.008552472378785595
136,0.008547481962041928
137,0.008547481962041928
138,0.008547481962041928
139,0.008539149690079394
140,0.008539149690079394
141,0.008539149690079394
142,0.008539149690079394
143,0.008539149690079394
144,0.00852810458697866
145,0.00852810458697866
146,0.00852810458697866
147,0.00852810458697866
148,0.008524392557381305
149,0.008524392557381305
150,0.008524392557381305
151,0.008524392557381305
152,0.008524392557381305
153,0.008524392557381305
154,0.008524392557381305
155,0.00852429472747127
156,0.00852429472747127
157,0.00852429472747127
158,0.00852429472747127
159,0.00852429472747127
160,0.00852429472747127
161,0.00852429472747127
162,0.008520402249508903
163,0.008520402249508903
164,0.008520402249508903
165,0.008520402249508903
166,0.008520402249508903
167,0.008520402249508903
168,0.008520402249508903
169,0.008520402249508903
170,0.008520402249508903
171,0.008520402249508903
172,0.008520402249508903
173,0.008520402249508903
174,0.008520402249508903
175,0.008520402249508903
176,0.00851933875879581
177,0.00851933875879581
178,0.00851933875879581
179,0.008511794847297393
180,0.008511794847297393
181,0.008511794847297393
182,0.008511794847297393
183,0.008511794847297393
184,0.008511794847297393
185,0.008511794847297393
186,0.008511794847297393
187,0.008511794847297393
188,0.008511794847297393
189,0.008511794847297393
190,0.008511794847297393
191,0.008511794847297393
192,0.008511794847297393
193,0.008510756031102093
194,0.008510756031102093
195,0.008510756031102093
196,0.008510756031102093
197,0.008510756031102093
198,0.008510756031102093
199,0.008510756031102093
200,0.008510756031102093
201,0.008510557831800878
202,0.008510557831800878
203,0.008510010044373587
204,0.008509090285591924
205,0.008509090285591924
206,0.008509090285591924
207,0.008509090285591924
208,0.008509090285591924
209,0.008509090285591924
210,0.008509090285591924
211,0.008509090285591924
212,0.008509090285591924
213,0.0085019621942949
214,0.0085019621942949
215,0.0085019621942949
216,0.0085019621942949
217,0.0085019621942949
218,0.0085019621942949
219,0.0085019621942949
220,0.0085019621942949
221,0.0085019621942949
222,0.0085019621942949
223,0.0085019621942949
224,0.008501379983302727
225,0.008501379983302727
226,0.008501379983302727
227,0.008501379983302727
228,0.008501379983302727
229,0.008501379983302727
230,0.008501379983302727
231,0.008501379983302727
232,0.008501379983302727
233,0.008501379983302727
234,0.008501379983302727
235,0.008501379983302727
236,0.008501379983302727
237,0.008501379983302727
238,0.008501379983302727
239,0.008501379983302727
240,0.008501379983302727
241,0.008501379983302727
242,0.008501379983302727
243,0.008501379983302727
244,0.008501379983302727
245,0.008501379983302727
246,0.008501379983302727
247,0.008501379983302727
248,0.008501379983302727
249,0.008501379983302727
250,0.008501379983302727
251,0.008501379983302727
252,0.008501379983302727
253,0.008501379983302727
254,0.008501379983302727
255,0.008501379983302727
256,0.008501379983302727
257,0.008501379983302727
258,0.008501379983302727
259,0.008490920502825924
260,0.008490920502825924
261,0.008490920502825924
262,0.008490920502825924
263,0.008490920502825924
264,0.008490920502825924
265,0.008490920502825924
266,0.008489887671775222
267,0.008489887671775222
268,0.008489887671775222
269,0.008489887671775222
270,0.008489887671775222
271,0.008489887671775222
272,0.008455406826636246
273,0.008455406826636246
274,0.008455406826636246
275,0.008436232804647392
276,0.008436232804647392
277,0.008436232804647392
278,0.008436232804647392
279,0.008436232804647392
280,0.008436232804647392
281,0.008436232804647392
282,0.008436232804647392
283,0.008436232804647392
284,0.008436232804647392
285,0.008436232804647392
286,0.008436232804647392
287,0.008436232804647392
288,0.008436232804647392
289,0.008436232804647392
290,0.008436232804647392
291,0.008434396547361436
292,0.008434396547361436
293,0.008434396547361436
294,0.008434396547361436
295,0.008434396547361436
296,0.008434396547361436
297,0.008432549424842234
298,0.008432549424842234
299,0.008432549424842234
300,0.008432549424842234
301,0.008432479037800993
302,0.008432479037800993
303,0.008432479037800993
304,0.008432479037800993
305,0.008432479037800993
306,0.008432479037800993
307,0.008432479037800993
308,0.008432479037800993
309,0.008432479037800993
310,0.008432479037800993
311,0.008432479037800993
312,0.008432479037800993
313,0.008432479037800993
314,0.008432479037800993
315,0.008432479037800993
316,0.008432479037800993
317,0.008432479037800993
318,0.008432479037800993
319,0.008432479037800993
320,0.008432479037800993
321,0.008432479037800993
322,0.008432479037800993
323,0.008432479037800993
324,0.008432479037800993
325,0.008432479037800993
326,0.008432479037800993
327,0.008432479037800993
328,0.008432479037800993
329,0.008432479037800993
330,0.008432479037800993
331,0.008432479037800993
332,0.008432479037800993
333,0.008432479037800993
334,0.008432479037800993
335,0.008432479037800993
336,0.008432479037800993
337,0.008432011911692757
338,0.008432011911692757
339,0.008432011911692757
340,0.008432011911692757
341,0.008432011911692757
342,0.008432011911692757
343,0.008432011911692757
344,0.008432011911692757
345,0.008432011911692757
346,0.008432011911692757
347,0.008432011911692757
348,0.008432011911692757
349,0.0084318298721099
350,0.0084318298721099
351,0.0084318298721099
352,0.0084318298721099
353,0.0084318298721099
354,0.0084318298721099
355,0.0084318298721099
356,0.0084318298721099
357,0.0084318298721099
358,0.0084318298721099
359,0.0084318298721099
360,0.0084318298721099
361,0.0084318298721099
362,0.0084318298721099
363,0.0084318298721099
364,0.0084318298721099
365,0.0084318298721099
366,0.0084318298721099
367,0.0084318298721099
368,0.0084318298721099
369,0.0084318298721099
370,0.0084318298721099
371,0.0084318298721099
372,0.0084318298721099
373,0.0084318298721099
374,0.0084318298721099
375,0.0084318298721099
376,0.0084318298721099
377,0.0084318298721099
378,0.0084318298721099
379,0.0084318298721099
380,0.0084318298721099
381,0.0084318298721099
382,0.0084318298721099
383,0.0084318298721099
384,0.0084318298721099
385,0.0084318298721099
386,0.0084318298721099
387,0.0084318298721099
388,0.0084318298721099
389,0.0084318298721099
390,0.0084318298721099
391,0.0084318298721099
392,0.0084318298721099
393,0.0084318298721099
394,0.0084318298721099
395,0.0084318298721099
396,0.0084318298721099
397,0.0084318298721099
398,0.008431248247962273
399,0.008431248247962273
400,0.008431248247962273
401,0.008431248247962273
402,0.008431248247962273
403,0.008431248247962273
404,0.008431248247962273
405,0.008431248247962273
406,0.008431248247962273
407,0.008431248247962273
408,0.008431248247962273
409,0.008431248247962273
410,0.008431248247962273
411,0.008431248247962273
412,0.008431248247962273
413,0.008431248247962273
414,0.008431248247962273
415,0.008431248247962273
416,0.008431248247962273
417,0.008431248247962273
418,0.008431248247962273
419,0.008431248247962273
420,0.008431248247962273
421,0.008431248247962273
422,0.008431248247962273
423,0.008431248247962273
424,0.008431248247962273
425,0.008431248247962273
426,0.008431248247962273
427,0.008431248247962273
428,0.008431248247962273
429,0.008431248247962273
430,0.00843087939416599
431,0.00843087939416599
432,0.00843087939416599
433,0.00843087939416599
434,0.00843087939416599
435,0.00843087939416599
436,0.00843087939416599
437,0.00843087939416599
438,0.00843087939416599
439,0.00843087939416599
440,0.00843087939416599
441,0.00843087939416599
442,0.00843087939416599
443,0.00843087939416599
444,0.00843087939416599
445,0.00843087939416599
446,0.00843087939416599
447,0.00843087939416599
448,0.00843087939416599
449,0.00843087939416599
450,0.00843087939416599
451,0.00843087939416599
452,0.00843087939416599
453,0.008425670975006265
454,0.008425670975006265
455,0.008425670975006265
456,0.008425670975006265
457,0.008425670975006265
458,0.008425670975006265
459,0.008425670975006265
460,0.008425670975006265
461,0.008425670975006265
462,0.008425670975006265
463,0.008425670975006265
464,0.008425670975006265
465,0.008425670975006265
466,0.008425670975006265
467,0.008425670975006265
468,0.008425670975006265
469,0.008425670975006265
470,0.008425670975006265
471,0.008425576698253745
472,0.008425576698253745
473,0.008425576698253745
474,0.008425576698253745
475,0.008425576698253745
476,0.008425576698253745
477,0.008425576698253745
478,0.008425576698253745
479,0.008425576698253745
480,0.008425576698253745
481,0.008425576698253745
482,0.008425576698253745
483,0.008425576698253745
484,0.008425576698253745
485,0.008425576698253745
486,0.008425576698253745
487,0.008425576698253745
488,0.008425576698253745
489,0.008425576698253745
490,0.008425576698253745
491,0.008425576698253745
492,0.008425576698253745
493,0.008425576698253745
494,0.008425576698253745
495,0.008425576698253745
496,0.008425576698253745
497,0.008425576698253745
498,0.008422929996876756
499,0.008422929996876756
500,0.008422929996876756
501,0.008422929996876756
502,0.008422929996876756
503,0.008422929996876756
504,0.008422929996876756
505,0.008422929996876756
506,0.008422929996876756
507,0.008422929996876756
508,0.008422929996876756
509,0.008422929996876756
510,0.008422929996876756
511,0.008422929996876756
512,0.008422929996876756
513,0.008422929996876756
514,0.008422929996876756
515,0.008422929996876756
516,0.008421356716103735
517,0.008421356716103735
518,0.008421356716103735
519,0.008421356716103735
520,0.008421356716103735
521,0.008421356716103735
522,0.008421356716103735
523,0.008421356716103735
524,0.008421356716103735
525,0.008421356716103735
526,0.008421356716103735
527,0.008421356716103735
528,0.008421356716103735
529,0.00841409762564782
530,0.00841409762564782
531,0.00841409762564782
